Scotland,2022-01-13,19996
Curacao,2022-01-12,1428
Mozambique,2022-01-27,80250
Northern Ireland,2022-01-12,7409
Myanmar,2022-01-14,177262
South America,2022-01-21,2705088
Europe,2022-01-05,3023659
Senegal,2022-01-14,4472
England,2022-01-29,83760
Bahamas,2022-01-25,434
Fiji,2022-01-03,384
Suriname,2022-02-05,161
El Salvador,2022-01-16,15221
Maldives,2022-01-28,3023
Zambia,2022-01-18,35424
Nicaragua,2022-01-06,21715
Antigua and Barbuda,2022-01-30,55
Indonesia,2022-02-09,1252137
Slovenia,2022-01-01,3843
Cameroon,2022-01-13,254
Grenada,2022-02-06,75
Burundi,2022-01-21,62
Benin,2022-01-01,19531
Malaysia,2022-01-10,204904
Democratic Republic of Congo,2022-01-09,3715
Thailand,2022-02-20,219344
Cook Islands,2022-01-13,4
Trinidad and Tobago,2022-01-17,2428
India,2022-02-19,4013738
Algeria,2022-01-30,16222
Dominica,2022-01-07,132
Bangladesh,2022-01-03,829757
Bhutan,2022-01-20,19400
Ethiopia,2022-01-29,455
Malawi,2022-01-31,1660
Mexico,2022-01-29,820345
Hungary,2022-01-18,26218
Armenia,2022-01-18,8700
Kenya,2022-01-14,57841
Portugal,2022-02-03,76325
Ukraine,2022-01-24,66906
Gibraltar,2022-02-08,88
Croatia,2022-01-31,6927
Haiti,2022-02-02,1422
Jordan,2022-01-09,35491
Argentina,2022-01-21,369693
Ethiopia,2022-02-13,12752
Aruba,2022-02-03,65
Romania,2022-02-02,17672
New Caledonia,2022-01-24,203
Nigeria,2022-01-17,216419
Macao,2022-01-13,2413
Central African Republic,2022-01-23,3302
Gibraltar,2022-02-10,88
British Virgin Islands,2022-02-08,3
Sint Maarten (Dutch part),2022-02-05,59
Montenegro,2022-02-15,350
Togo,2022-01-10,4780
Serbia,2022-02-05,3626
San Marino,2022-01-01,204
Liechtenstein,2022-01-10,250
Upper middle income,2022-01-02,14235631
Colombia,2022-01-07,210129
Kazakhstan,2022-02-07,16123
Botswana,2022-02-04,2733
Iceland,2022-01-22,2442
Canada,2022-01-15,363392
Papua New Guinea,2022-01-28,473
Nicaragua,2022-02-03,30097
Spain,2022-02-08,108903
Singapore,2022-01-12,48168
Chile,2022-01-04,122811
Africa,2022-01-01,2176703
Africa,2022-02-03,1196500
Samoa,2022-02-05,401
Afghanistan,2022-01-20,8235
Switzerland,2022-01-13,66519
Cuba,2022-01-26,98886
Djibouti,2022-01-10,608
Jersey,2022-01-30,135
Italy,2022-01-10,588092
Wallis and Futuna,2022-01-02,7
Curacao,2022-01-01,1499
Iran,2022-02-06,521060
Eswatini,2022-02-10,949
Malawi,2022-01-19,1620
Qatar,2022-02-19,18081
United States,2022-01-31,639714
Laos,2022-02-07,48048
Mozambique,2022-01-11,284993
Saudi Arabia,2022-02-11,147813
Qatar,2022-01-08,9947
Somalia,2022-01-21,2564
United Kingdom,2022-01-21,128795
Tanzania,2022-01-06,33124
Zimbabwe,2022-02-14,8748
Greece,2022-01-15,77109
World,2022-01-30,23382612
Cape Verde,2022-01-16,2873
Suriname,2022-01-16,269
Hungary,2022-02-07,11322
Zimbabwe,2022-01-01,9599
Malawi,2022-01-14,3094
Solomon Islands,2022-01-14,760
Saudi Arabia,2022-02-09,165655
Iceland,2022-01-24,2285
Paraguay,2022-01-21,18500
Samoa,2022-01-25,285
China,2022-01-09,7379857
Montenegro,2022-02-01,397
Portugal,2022-01-21,79400
Senegal,2022-01-29,4472
China,2022-02-03,1734857
Trinidad and Tobago,2022-01-29,1862
Djibouti,2022-01-07,608
Lithuania,2022-01-03,12346
Iran,2022-01-09,459558
Cuba,2022-02-12,26316
Barbados,2022-01-17,287
Upper middle income,2022-01-16,10287324
Djibouti,2022-01-04,608
Tunisia,2022-02-05,9993
Croatia,2022-01-28,8004
Bermuda,2022-01-25,473
Angola,2022-01-24,137872
Macao,2022-02-19,2811
Georgia,2022-02-03,6700
Kuwait,2022-01-04,14965
China,2022-01-29,4787714
North Macedonia,2022-01-21,1267
Afghanistan,2022-02-08,13311
Angola,2022-01-27,133314
China,2022-02-02,2405429
Oceania,2022-01-29,298409
Jamaica,2022-01-22,3322
Cote d'Ivoire,2022-02-05,65578
Nigeria,2022-01-21,226730
Bolivia,2022-01-27,43021
Bulgaria,2022-01-27,8746
Cyprus,2022-02-05,6868
Mexico,2022-01-16,562477
Ireland,2022-01-06,27070
Benin,2022-01-02,18595
Suriname,2022-01-17,253
Lebanon,2022-02-18,10363
Nicaragua,2022-02-01,32391
Burundi,2022-01-13,41
Kiribati,2022-01-02,640
Curacao,2022-02-20,139
Eswatini,2022-01-12,1873
Bahamas,2022-01-01,618
Germany,2022-01-06,425485
Mexico,2022-02-19,714560
Philippines,2022-02-07,310566
North Macedonia,2022-01-11,1615
United States,2022-02-18,255748
Anguilla,2022-01-23,29
Gibraltar,2022-02-01,77
Australia,2022-01-18,283103
Anguilla,2022-01-28,28
Ethiopia,2022-02-03,321
United Kingdom,2022-02-06,74361
Myanmar,2022-02-10,123704
United Kingdom,2022-01-18,150437
Uganda,2022-01-24,30601
Montenegro,2022-02-19,318
Tajikistan,2022-02-05,42850
New Zealand,2022-01-12,41837
Latvia,2022-01-15,9285
Somalia,2022-02-08,2282
Montenegro,2022-02-09,417
Cambodia,2022-02-06,36884
Germany,2022-02-18,137003
Gibraltar,2022-01-20,127
Cyprus,2022-02-10,2526
Comoros,2022-01-19,609
High income,2022-01-30,4562997
Andorra,2022-01-16,865
Oman,2022-02-04,14416
Indonesia,2022-02-14,1252137
Poland,2022-01-31,123353
Guinea-Bissau,2022-01-25,763
